Wall time,Step,Value
1611306117.7866685,120,0.10186973214149475
1611306150.6844134,121,0.1256289780139923
1611306182.6219769,122,0.12646818161010742
1611306214.8345506,123,0.09141061455011368
1611306247.02758,124,0.13059403002262115
1611306279.5540555,125,0.08205380290746689
1611306312.9740338,126,0.12785542011260986
1611306345.2779193,127,0.11616019159555435
1611306377.4290946,128,0.08697386831045151
1611306410.2582386,129,0.08521164953708649
1611306443.3943152,130,0.10682222247123718
1611306475.8828385,131,0.09104347974061966
1611306508.2924943,132,0.1219441369175911
1611306541.0744603,133,0.11102534830570221
1611306573.5047867,134,0.1090008020401001
1611306606.01085,135,0.10469704121351242
1611306638.9188173,136,0.0885130986571312
1611306671.390438,137,0.11663059145212173
1611306703.8489587,138,0.09992706030607224
1611306736.6107638,139,0.10857463628053665
1611306770.2434886,140,0.09145722538232803
1611306802.699486,141,0.12327086925506592
1611306834.9241502,142,0.10062717646360397
1611306867.7482488,143,0.0905701071023941
1611306899.755164,144,0.11364005506038666
1611306932.644244,145,0.09768998622894287
1611306965.0564303,146,0.11012405157089233
1611306998.223341,147,0.07531239837408066
1611307030.3374763,148,0.10636197030544281
1611307063.7068756,149,0.09601087123155594
1611307096.2913659,150,0.11820866912603378
1611307128.754056,151,0.09008067846298218
1611307161.2713475,152,0.10033385455608368
1611307193.8375978,153,0.10694725811481476
1611307225.9910533,154,0.12450884282588959
1611307258.0528874,155,0.1084102913737297
1611307290.858707,156,0.09980766475200653
1611307324.0421252,157,0.0924459919333458
1611307356.1215897,158,0.12792722880840302
1611307389.0702972,159,0.08264487981796265
1611307421.8683438,160,0.09125445783138275
1611307454.4248466,161,0.10648630559444427
1611307487.3438065,162,0.11239985376596451
1611307520.5752728,163,0.08543481677770615
1611307552.7888334,164,0.11290957778692245
1611307585.4673433,165,0.09119541198015213
1611307618.3075192,166,0.12016800791025162
1611307650.6424937,167,0.10596819221973419
1611307683.6706245,168,0.09089003503322601
1611307715.8980534,169,0.10333370417356491
1611307748.1119208,170,0.08826830983161926
1611307780.7108774,171,0.08338567614555359
1611307813.1843112,172,0.0933799147605896
1611307846.2990232,173,0.09442892670631409
1611307878.688914,174,0.09151381999254227
1611307911.3199363,175,0.1084400936961174
1611307943.5947263,176,0.10276751965284348
1611307976.2482145,177,0.10394322872161865
1611308008.6384778,178,0.10785489529371262
1611308040.9099011,179,0.11582060903310776
1611308074.1300504,180,0.08481960743665695
1611308107.4805598,181,0.11242556571960449
1611308139.8407257,182,0.11375422775745392
1611308172.6931133,183,0.09893830120563507
1611308205.4168901,184,0.1098335012793541
1611308237.6581013,185,0.09138713777065277
1611308270.4975538,186,0.08621107786893845
1611308303.218005,187,0.10833487659692764
1611308336.0861104,188,0.09751385450363159
1611308368.5106606,189,0.09627646952867508
1611308400.7827215,190,0.10115690529346466
1611308433.239521,191,0.0919187068939209
1611308465.805765,192,0.08939728885889053
1611308498.0864198,193,0.0798431932926178
1611308531.1028333,194,0.10668961703777313
1611308563.6246605,195,0.10038716346025467
1611308596.6362293,196,0.07489822059869766
1611308629.3626735,197,0.10751741379499435
1611308661.8279436,198,0.0998031497001648
1611308694.571292,199,0.0933796763420105
1611308726.9934692,200,0.08802538365125656
1611308759.495167,201,0.09982381761074066
1611308791.7551,202,0.1005115732550621
1611308824.0495934,203,0.08527472615242004
1611308856.2952504,204,0.10373961925506592
1611308888.7713134,205,0.08102588355541229
1611308921.055258,206,0.08673520386219025
1611308953.6298342,207,0.09683496505022049
1611308986.6461504,208,0.09406936168670654
1611309019.0792243,209,0.09205523878335953
1611309051.7148721,210,0.1071576476097107
1611309084.0780365,211,0.08830782771110535
1611309116.2305708,212,0.0926058441400528
1611309148.7971041,213,0.09235794097185135
1611309181.462202,214,0.07032352685928345
1611309213.5091698,215,0.09116513282060623
1611309246.396807,216,0.09604223072528839
1611309279.1375647,217,0.09057142585515976
1611309311.3331382,218,0.09062153100967407
1611309343.987099,219,0.07663610577583313
1611309376.4047077,220,0.08209866285324097
1611309409.2705474,221,0.10474710166454315
1611309441.721708,222,0.08330792933702469
1611309474.03137,223,0.08940131962299347
1611309506.686874,224,0.08030130714178085
1611309538.9098146,225,0.11914525181055069
1611309571.1236382,226,0.07629556208848953
