Wall time,Step,Value
1611302237.6216118,1,0.9786249995231628
1611302269.9502456,2,0.9405893087387085
1611302302.768172,3,0.9097142815589905
1611302335.792593,4,0.8877410888671875
1611302368.868402,5,0.8697232007980347
1611302401.5566487,6,0.8773124814033508
1611302434.2749774,7,0.9021071195602417
1611302466.8309736,8,0.9102410674095154
1611302500.3314755,9,0.9108928442001343
1611302533.0102258,10,0.9272589087486267
1611302565.4623485,11,0.9357500076293945
1611302598.2086215,12,0.9425982236862183
1611302630.8676684,13,0.9465803503990173
1611302663.9267483,14,0.9493571519851685
1611302696.8416936,15,0.9604910612106323
1611302729.5143504,16,0.951160728931427
1611302761.7718074,17,0.9684910774230957
1611302794.3457382,18,0.959348201751709
1611302826.9620004,19,0.9737856984138489
1611302859.7130198,20,0.972303569316864
1611302892.3892317,21,0.9663214087486267
1611302925.339447,22,0.9640892744064331
1611302957.774924,23,0.9759464263916016
1611302990.1081996,24,0.9674107432365417
1611303022.8047664,25,0.9664375185966492
1611303055.0365198,26,0.9719464182853699
1611303088.1111276,27,0.9537857174873352
1611303121.094503,28,0.9696428775787354
1611303153.205351,29,0.9602142572402954
1611303185.13828,30,0.9686696529388428
1611303217.8872476,31,0.9644464254379272
1611303251.838393,32,0.968874990940094
1611303284.7969775,33,0.9617589116096497
1611303317.2467651,34,0.9619731903076172
1611303349.6094902,35,0.960812509059906
1611303381.9422534,36,0.9639285802841187
1611303415.094325,37,0.9676250219345093
1611303447.2127733,38,0.9662142992019653
1611303480.4740396,39,0.9718035459518433
1611303512.8778658,40,0.9719374775886536
1611303545.8861623,41,0.9603750109672546
1611303578.2655504,42,0.9600357413291931
1611303610.7212317,43,0.9565446376800537
1611303643.495018,44,0.9623749852180481
1611303675.8451324,45,0.9770625233650208
1611303707.9395556,46,0.9599018096923828
1611303740.7197819,47,0.958767831325531
1611303772.9120512,48,0.9658035635948181
1611303805.2532547,49,0.9674553275108337
1611303837.36818,50,0.9606339335441589
1611303869.6914263,51,0.9640268087387085
1611303902.704285,52,0.95408034324646
1611303935.25215,53,0.960383951663971
1611303967.9295301,54,0.9603124856948853
1611304000.467087,55,0.9657589197158813
1611304033.0707712,56,0.957687497138977
1611304065.9818769,57,0.9632499814033508
1611304098.328915,58,0.9535446166992188
1611304130.5294504,59,0.9765714406967163
1611304163.3315213,60,0.9622767567634583
1611304195.4644263,61,0.9597142934799194
1611304228.4731622,62,0.9654107093811035
1611304260.6193707,63,0.9494553804397583
1611304293.0546246,64,0.9633125066757202
1611304325.3473659,65,0.9647946357727051
1611304357.9356296,66,0.9522143006324768
1611304390.8347194,67,0.9620267748832703
1611304423.498633,68,0.9563660621643066
1611304456.3486464,69,0.9605803489685059
1611304489.4442718,70,0.9575535655021667
1611304522.2551203,71,0.9559018015861511
1611304554.8527057,72,0.9507768154144287
1611304587.1216288,73,0.9500625133514404
1611304619.9442484,74,0.969303548336029
1611304652.7560167,75,0.9684017896652222
1611304685.183622,76,0.9562857151031494
1611304717.4172826,77,0.9457589387893677
1611304749.9560819,78,0.9625982046127319
1611304782.3837502,79,0.948491096496582
1611304816.0407715,80,0.9601607322692871
1611304848.7532535,81,0.9564107060432434
1611304881.4767737,82,0.9650446176528931
1611304914.1076162,83,0.9447231888771057
1611304946.2762356,84,0.9675267934799194
1611304979.2600338,85,0.9503571391105652
1611305011.4297934,86,0.958642840385437
1611305044.3103855,87,0.9632411003112793
1611305076.6106527,88,0.9626428484916687
1611305109.5794232,89,0.955089271068573
1611305142.3075182,90,0.9527857303619385
1611305174.7195015,91,0.967339277267456
1611305207.2964625,92,0.9621875286102295
1611305239.9730504,93,0.9486874938011169
1611305272.6010218,94,0.9670000076293945
1611305304.791965,95,0.9695892930030823
1611305337.2520034,96,0.946196436882019
1611305369.6046777,97,0.954205334186554
1611305402.046974,98,0.9591249823570251
1611305434.9201956,99,0.9643839001655579
1611305467.6936107,100,0.9570624828338623
1611305500.3665502,101,0.9612767696380615
1611305532.9619615,102,0.9506517648696899
1611305565.4649186,103,0.9455267786979675
1611305598.1807654,104,0.9658839106559753
1611305630.8924408,105,0.9534910917282104
1611305663.1379783,106,0.9571250081062317
1611305695.731637,107,0.9413481950759888
1611305728.068813,108,0.9614732265472412
1611305760.6939073,109,0.959928572177887
1611305792.8773115,110,0.9610267877578735
1611305825.649096,111,0.9495357275009155
1611305857.8993113,112,0.9557410478591919
1611305890.6972716,113,0.9509642720222473
1611305923.0343335,114,0.9579732418060303
1611305955.001706,115,0.9537767767906189
1611305987.5041838,116,0.9570981860160828
1611306020.1219609,117,0.9572053551673889
1611306053.1514065,118,0.9550268054008484
1611306085.351045,119,0.9534642696380615
1611306117.7867215,120,0.9600446224212646
1611306150.684557,121,0.9512678384780884
1611306182.6220312,122,0.9525535702705383
1611306214.8346145,123,0.9655892848968506
1611306247.0276396,124,0.9509910941123962
1611306279.554113,125,0.9712410569190979
1611306312.9741056,126,0.9501785635948181
1611306345.2779715,127,0.9568303823471069
1611306377.4291499,128,0.9658750295639038
1611306410.2583137,129,0.9672589302062988
1611306443.3943675,130,0.9612946510314941
1611306475.882899,131,0.9649196267127991
1611306508.2925477,132,0.9548303484916687
1611306541.074595,133,0.9568392634391785
1611306573.504861,134,0.9592678546905518
1611306606.010903,135,0.9608660936355591
1611306638.9189546,136,0.9644285440444946
1611306671.3905797,137,0.9557321667671204
1611306703.8490124,138,0.9594553709030151
1611306736.6108172,139,0.9565446376800537
1611306770.2435422,140,0.9679107069969177
1611306802.6995413,141,0.9523928761482239
1611306834.9243212,142,0.9616160988807678
1611306867.7483263,143,0.9671517610549927
1611306899.755243,144,0.9578214287757874
1611306932.644307,145,0.9646428823471069
1611306965.0564833,146,0.9562321305274963
1611306998.2234797,147,0.9718124866485596
1611307030.3376133,148,0.9591339230537415
1611307063.7069445,149,0.9642857313156128
1611307096.2914183,150,0.9538035988807678
1611307128.7541099,151,0.9649375081062317
1611307161.2714043,152,0.962017834186554
1611307193.8376565,153,0.9575446248054504
1611307225.9911313,154,0.9535089135169983
1611307258.0529635,155,0.9589553475379944
1611307290.858787,156,0.9627231955528259
1611307324.042209,157,0.9647499918937683
1611307356.121643,158,0.948232114315033
1611307389.070356,159,0.9716249704360962
1611307421.8683977,160,0.9631249904632568
1611307454.424904,161,0.9569107294082642
1611307487.3438592,162,0.9572499990463257
1611307520.5753355,163,0.9681606888771057
1611307552.7888854,164,0.9562946557998657
1611307585.4674008,165,0.9639196395874023
1611307618.3075736,166,0.9536339044570923
1611307650.642567,167,0.9582232236862183
1611307683.6707032,168,0.9666339159011841
1611307715.898107,169,0.9592678546905518
1611307748.111978,170,0.9691517949104309
1611307780.7109315,171,0.9669017791748047
1611307813.1843634,172,0.9648035764694214
1611307846.2991357,173,0.9615625143051147
1611307878.688968,174,0.9659821391105652
1611307911.319994,175,0.9602410793304443
1611307943.5947943,176,0.9599464535713196
1611307976.2482667,177,0.9609017968177795
1611308008.6385303,178,0.9595178365707397
1611308040.909978,179,0.9585089087486267
1611308074.1301296,180,0.9683482050895691
1611308107.480701,181,0.95750892162323
1611308139.8407793,182,0.9555535912513733
